CD_MUN,NM_MUN,SIGLA_UF,AREA_KM2
"3144656",Ninheira,MG,1108.255
"3144672",Nova Belém,MG,146.775
"3144706",Nova Era,MG,361.926
"3144805",Nova Lima,MG,429.313
"3144904",Nova Módica,MG,375.973
"3145000",Nova Ponte,MG,1111.011
"3145059",Nova Porteirinha,MG,120.943
"3145109",Nova Resende,MG,390.152
"3145208",Nova Serrana,MG,282.472
"3145307",Novo Cruzeiro,MG,1702.981
"3145356",Novo Oriente de Minas,MG,755.151
"3145372",Novorizonte,MG,271.610
"3145406",Olaria,MG,178.242
"3145455",Olhos-d'Água,MG,2092.078
"3145505",Olímpio Noronha,MG,54.633
"3145604",Oliveira,MG,897.294
"3145703",Oliveira Fortes,MG,111.130
"3145802",Onça de Pitangui,MG,246.976
"3145851",Oratórios,MG,89.068
"3145877",Orizânia,MG,121.800
"3145901",Ouro Branco,MG,258.726
"3146008",Ouro Fino,MG,533.714
"3146107",Ouro Preto,MG,1245.865
"3146206",Ouro Verde de Minas,MG,175.482
"3146255",Padre Carvalho,MG,446.275
"3146305",Padre Paraíso,MG,544.375
"3146404",Paineiras,MG,637.309
"3146503",Pains,MG,421.862
"3146552",Pai Pedro,MG,839.805
"3146602",Paiva,MG,58.419
"3146701",Palma,MG,316.476
"3146750",Palmópolis,MG,433.154
"3146909",Papagaios,MG,553.577
"3147006",Paracatu,MG,8231.029
"3147105",Pará de Minas,MG,551.247
"3147204",Paraguaçu,MG,424.296
"3147303",Paraisópolis,MG,331.238
"3147402",Paraopeba,MG,625.623
"3147501",Passabém,MG,94.183
"3147600",Passa Quatro,MG,277.221
"3147709",Passa Tempo,MG,429.172
"3147808",Passa Vinte,MG,246.565
"3147907",Passos,MG,1338.070
"3147956",Patis,MG,444.196
"3148004",Patos de Minas,MG,3190.456
"3148103",Patrocínio,MG,2874.344
"3148202",Patrocínio do Muriaé,MG,108.246
"3148301",Paula Cândido,MG,268.321
"3148400",Paulistas,MG,220.564
"3148509",Pavão,MG,601.190
"3148608",Peçanha,MG,996.646
"3148707",Pedra Azul,MG,1594.651
"3148756",Pedra Bonita,MG,173.928
"3148806",Pedra do Anta,MG,173.168
"3148905",Pedra do Indaiá,MG,347.920
"3149002",Pedra Dourada,MG,69.990
"3149101",Pedralva,MG,217.989
"3149150",Pedras de Maria da Cruz,MG,1525.648
"3149200",Pedrinópolis,MG,357.891
"3149309",Pedro Leopoldo,MG,292.831
"3149408",Pedro Teixeira,MG,112.959
"3149507",Pequeri,MG,90.833
"3149606",Pequi,MG,203.991
"3149705",Perdigão,MG,249.322
"3149804",Perdizes,MG,2451.112
"3149903",Perdões,MG,270.657
"3149952",Periquito,MG,228.907
"3150000",Pescador,MG,317.463
"3150109",Piau,MG,192.196
"3150158",Piedade de Caratinga,MG,109.345
"3150208",Piedade de Ponte Nova,MG,83.733
"3150307",Piedade do Rio Grande,MG,322.814
"3150406",Piedade dos Gerais,MG,259.638
"3150505",Pimenta,MG,414.969
"3150539",Pingo-d'Água,MG,66.570
"3150570",Pintópolis,MG,1228.736
"3150604",Piracema,MG,280.335
"3150703",Pirajuba,MG,337.980
"3150802",Piranga,MG,658.812
"3150901",Piranguçu,MG,203.619
"3151008",Piranguinho,MG,124.803
"3151107",Pirapetinga,MG,190.681
"3151206",Pirapora,MG,549.514
"3151305",Piraúba,MG,144.289
"3151404",Pitangui,MG,569.636
"3151503",Piumhi,MG,902.468
"3151602",Planura,MG,317.520
"3151701",Poço Fundo,MG,474.244
"3151800",Poços de Caldas,MG,546.958
"3151909",Pocrane,MG,691.066
"3152006",Pompéu,MG,2551.074
"3152105",Ponte Nova,MG,470.643
"3152131",Ponto Chique,MG,602.799
"3152170",Ponto dos Volantes,MG,1212.413
"3152204",Porteirinha,MG,1749.683
"3152303",Porto Firme,MG,284.777
"3152402",Poté,MG,625.111
"3152501",Pouso Alegre,MG,542.797
"3152600",Pouso Alto,MG,263.034
"3152709",Prados,MG,264.115
"3152808",Prata,MG,4847.544
"3152907",Pratápolis,MG,215.516
"3153004",Pratinha,MG,622.478
"3153103",Presidente Bernardes,MG,236.798
"3153202",Presidente Juscelino,MG,695.882
"3153301",Presidente Kubitschek,MG,189.235
"3153400",Presidente Olegário,MG,3503.848
"3153509",Alto Jequitibá,MG,152.272
"3153608",Prudente de Morais,MG,124.189
"3153707",Quartel Geral,MG,556.436
"3153806",Queluzito,MG,153.560
"3153905",Raposos,MG,72.228
"3154002",Raul Soares,MG,763.364
"3154101",Recreio,MG,234.296
"3154150",Reduto,MG,151.859
"3154200",Resende Costa,MG,618.312
"3154309",Resplendor,MG,1081.796
"3154408",Ressaquinha,MG,183.062
"3154457",Riachinho,MG,1719.266
"3154507",Riacho dos Machados,MG,1315.540
"3154606",Ribeirão das Neves,MG,155.105
"3154705",Ribeirão Vermelho,MG,49.251
"3154804",Rio Acima,MG,228.394
"3154903",Rio Casca,MG,384.381
"3155009",Rio Doce,MG,112.094
"3155108",Rio do Prado,MG,479.815
"3155207",Rio Espera,MG,238.602
"3155306",Rio Manso,MG,231.540
"3155405",Rio Novo,MG,209.310
"3155504",Rio Paranaíba,MG,1352.353
"3155603",Rio Pardo de Minas,MG,3117.675
"3155702",Rio Piracicaba,MG,373.037
"3155801",Rio Pomba,MG,252.418
"3155900",Rio Preto,MG,348.046
"3156007",Rio Vermelho,MG,986.561
"3156106",Ritápolis,MG,404.805
"3156205",Rochedo de Minas,MG,79.402
"3156304",Rodeiro,MG,72.673
"3156403",Romaria,MG,407.557
"3156452",Rosário da Limeira,MG,111.156
"3156502",Rubelita,MG,1110.295
"3156601",Rubim,MG,965.174
"3156700",Sabará,MG,302.453
"3156809",Sabinópolis,MG,919.811
"3156908",Sacramento,MG,3073.268
"3157005",Salinas,MG,1862.117
"3157104",Salto da Divisa,MG,938.008
"3157203",Santa Bárbara,MG,684.505
"3157252",Santa Bárbara do Leste,MG,107.402
"3157278",Santa Bárbara do Monte Verde,MG,417.925
"3157302",Santa Bárbara do Tugúrio,MG,194.564
"3157336",Santa Cruz de Minas,MG,3.565
"3157377",Santa Cruz de Salinas,MG,589.607
"3157401",Santa Cruz do Escalvado,MG,258.726
"3157500",Santa Efigênia de Minas,MG,131.965
"3157609",Santa Fé de Minas,MG,2917.448
"3157658",Santa Helena de Minas,MG,276.433
"3157708",Santa Juliana,MG,723.784
"3157807",Santa Luzia,MG,235.205
"3157906",Santa Margarida,MG,255.730
"3158003",Santa Maria de Itabira,MG,597.441
"3158102",Santa Maria do Salto,MG,440.605
"3158201",Santa Maria do Suaçuí,MG,624.047
"3158300",Santana da Vargem,MG,172.444
"3158409",Santana de Cataguases,MG,161.486
"3158508",Santana de Pirapama,MG,1255.832
"3158607",Santana do Deserto,MG,182.655
"3158706",Santana do Garambéu,MG,203.074
"3158805",Santana do Jacaré,MG,106.169
"3158904",Santana do Manhuaçu,MG,347.362
"3158953",Santana do Paraíso,MG,276.067
"3159001",Santana do Riacho,MG,677.207
"3159100",Santana dos Montes,MG,196.565
"3159209",Santa Rita de Caldas,MG,503.011
"3159308",Santa Rita de Jacutinga,MG,420.940
"3159357",Santa Rita de Minas,MG,68.153
"3159407",Santa Rita de Ibitipoca,MG,324.234
"3159506",Santa Rita do Itueto,MG,485.081
"3159605",Santa Rita do Sapucaí,MG,352.969
"3159704",Santa Rosa da Serra,MG,284.334
"3159803",Santa Vitória,MG,2998.364
"3159902",Santo Antônio do Amparo,MG,488.885
"3160009",Santo Antônio do Aventureiro,MG,202.032
"3160108",Santo Antônio do Grama,MG,130.213
"3160207",Santo Antônio do Itambé,MG,305.737
"3160306",Santo Antônio do Jacinto,MG,503.706
"3160405",Santo Antônio do Monte,MG,1125.780
"3160454",Santo Antônio do Retiro,MG,796.290
"3160504",Santo Antônio do Rio Abaixo,MG,107.269
"3160603",Santo Hipólito,MG,430.656
"3160702",Santos Dumont,MG,637.373
"3160801",São Bento Abade,MG,80.403
"3160900",São Brás do Suaçuí,MG,110.019
"3160959",São Domingos das Dores,MG,60.865
"3161007",São Domingos do Prata,MG,743.768
"3161056",São Félix de Minas,MG,162.560
"3161106",São Francisco,MG,3308.100
"3161205",São Francisco de Paula,MG,316.822
"3161304",São Francisco de Sales,MG,1128.864
"3161403",São Francisco do Glória,MG,164.613
"3161502",São Geraldo,MG,185.578
"3161601",São Geraldo da Piedade,MG,152.336
"3161650",São Geraldo do Baixio,MG,280.954
"3161700",São Gonçalo do Abaeté,MG,2692.545
"3161809",São Gonçalo do Pará,MG,265.730
"3161908",São Gonçalo do Rio Abaixo,MG,363.828
"3162005",São Gonçalo do Sapucaí,MG,516.683
"3162104",São Gotardo,MG,866.087
"3162203",São João Batista do Glória,MG,547.908
"3162252",São João da Lagoa,MG,998.015
"3162302",São João da Mata,MG,120.536
"3162401",São João da Ponte,MG,1851.102
"3162450",São João das Missões,MG,678.274
"3162500",São João del Rei,MG,1452.002
"3162559",São João do Manhuaçu,MG,143.096
"3162575",São João do Manteninha,MG,137.928
"3162609",São João do Oriente,MG,120.122
"3162658",São João do Pacuí,MG,415.922
"3162708",São João do Paraíso,MG,1925.575
"3162807",São João Evangelista,MG,478.183
"3162906",São João Nepomuceno,MG,407.427
"3162922",São Joaquim de Bicas,MG,71.758
"3162948",São José da Barra,MG,308.319
"3162955",São José da Lapa,MG,47.930
"3163003",São José da Safira,MG,213.881
"3163102",São José da Varginha,MG,205.501
"3163201",São José do Alegre,MG,88.794
"3163300",São José do Divino,MG,328.704
"3163409",São José do Goiabal,MG,189.578
"3163508",São José do Jacuri,MG,345.146
"3163607",São José do Mantimento,MG,54.701
"3163706",São Lourenço,MG,58.019
"3163805",São Miguel do Anta,MG,152.111
"3163904",São Pedro da União,MG,260.827
"3164001",São Pedro dos Ferros,MG,402.739
"3164100",São Pedro do Suaçuí,MG,308.106
"3164209",São Romão,MG,2434.004
"3164308",São Roque de Minas,MG,2098.867
"3164407",São Sebastião da Bela Vista,MG,167.428
"3164431",São Sebastião da Vargem Alegre,MG,73.629
"3164472",São Sebastião do Anta,MG,80.618
"3164506",São Sebastião do Maranhão,MG,517.830
"3164605",São Sebastião do Oeste,MG,408.090
"3164704",São Sebastião do Paraíso,MG,814.925
"3164803",São Sebastião do Rio Preto,MG,128.002
"3164902",São Sebastião do Rio Verde,MG,90.848
"3165008",São Tiago,MG,572.400
"3165107",São Tomás de Aquino,MG,277.928
"3165206",São Tomé das Letras,MG,369.747
"3165305",São Vicente de Minas,MG,392.651
"3165404",Sapucaí-Mirim,MG,285.073
"3165503",Sardoá,MG,141.904
"3165537",Sarzedo,MG,62.134
"3165552",Setubinha,MG,534.655
"3165560",Sem-Peixe,MG,176.634
"3165578",Senador Amaral,MG,151.097
"3165602",Senador Cortes,MG,98.336
"3165701",Senador Firmino,MG,166.495
"3165800",Senador José Bento,MG,93.892
"3165909",Senador Modestino Gonçalves,MG,952.055
"3166006",Senhora de Oliveira,MG,170.749
"3166105",Senhora do Porto,MG,381.328
"3166204",Senhora dos Remédios,MG,237.815
"3166303",Sericita,MG,166.012
"3166402",Seritinga,MG,114.769
"3166501",Serra Azul de Minas,MG,218.595
"3166600",Serra da Saudade,MG,335.659
"3166709",Serra dos Aimorés,MG,213.574
"3166808",Serra do Salitre,MG,1295.272
"3166907",Serrania,MG,209.270
"3166956",Serranópolis de Minas,MG,551.954
"3167004",Serranos,MG,213.173
"3167103",Serro,MG,1217.813
"3167202",Sete Lagoas,MG,536.928
"3167301",Silveirânia,MG,157.456
"3167400",Silvianópolis,MG,312.166
"3167509",Simão Pereira,MG,135.689
"3167608",Simonésia,MG,486.543
"3167707",Sobrália,MG,206.787
"3167806",Soledade de Minas,MG,196.866
"3167905",Tabuleiro,MG,211.084
"3168002",Taiobeiras,MG,1220.046
"3168051",Taparuba,MG,193.082
"3168101",Tapira,MG,1179.248
"3168200",Tapiraí,MG,407.920
"3168309",Taquaraçu de Minas,MG,329.287
"3168408",Tarumirim,MG,731.753
"3168507",Teixeiras,MG,166.735
"3168606",Teófilo Otoni,MG,3242.270
"3168705",Timóteo,MG,144.381
"3168804",Tiradentes,MG,83.047
"3168903",Tiros,MG,2091.774
"3169000",Tocantins,MG,173.866
"3169059",Tocos do Moji,MG,114.705
"3169109",Toledo,MG,136.776
"3169208",Tombos,MG,285.124
"3169307",Três Corações,MG,828.038
"3169356",Três Marias,MG,2678.253
"3169406",Três Pontas,MG,689.794
"3169505",Tumiritinga,MG,500.073
"3169604",Tupaciguara,MG,1822.530
"3169703",Turmalina,MG,1153.111
"3169802",Turvolândia,MG,221.000
"3169901",Ubá,MG,407.452
"3170008",Ubaí,MG,820.524
"3170057",Ubaporanga,MG,189.045
"3170107",Uberaba,MG,4523.957
"3170206",Uberlândia,MG,4115.206
"3170305",Umburatiba,MG,405.834
"3170404",Unaí,MG,8445.432
"3170438",União de Minas,MG,1147.407
"3170479",Uruana de Minas,MG,598.221
"3170503",Urucânia,MG,138.792
"3170529",Urucuia,MG,2076.942
"3170578",Vargem Alegre,MG,116.664
"3170602",Vargem Bonita,MG,409.888
"3170651",Vargem Grande do Rio Pardo,MG,491.512
"3170701",Varginha,MG,395.396
"3170750",Varjão de Minas,MG,651.505
"3170800",Várzea da Palma,MG,2220.279
"3170909",Varzelândia,MG,814.994
"3171006",Vazante,MG,1913.396
"3171030",Verdelândia,MG,1570.582
"3171071",Veredinha,MG,631.692
"3171105",Veríssimo,MG,1031.823
"3171154",Vermelho Novo,MG,115.242
"3171204",Vespasiano,MG,71.040
"3171303",Viçosa,MG,299.418
"3171402",Vieiras,MG,112.691
"3171501",Mathias Lobato,MG,172.297
"3171600",Virgem da Lapa,MG,868.914
"3171709",Virgínia,MG,326.515
"3171808",Virginópolis,MG,439.878
"3171907",Virgolândia,MG,281.022
"3172004",Visconde do Rio Branco,MG,243.351
"3172103",Volta Grande,MG,205.552
"3172202",Wenceslau Braz,MG,102.487
"3200102",Afonso Cláudio,ES,941.188
"3200136",Águia Branca,ES,454.448
"3200169",Água Doce do Norte,ES,473.729
"3200201",Alegre,ES,756.860
"3200300",Alfredo Chaves,ES,615.677
"3200359",Alto Rio Novo,ES,227.617
"3200409",Anchieta,ES,409.691
"3200508",Apiacá,ES,193.984
"3200607",Aracruz,ES,1420.285
"3200706",Atílio Vivácqua,ES,232.868
"3200805",Baixo Guandu,ES,909.039
"3200904",Barra de São Francisco,ES,944.521
"3201001",Boa Esperança,ES,428.716
"3201100",Bom Jesus do Norte,ES,89.084
"3201159",Brejetuba,ES,354.404
"3201209",Cachoeiro de Itapemirim,ES,864.583
"3201308",Cariacica,ES,279.718
"3201407",Castelo,ES,663.515
"3201506",Colatina,ES,1398.219
"3201605",Conceição da Barra,ES,1182.587
"3201704",Conceição do Castelo,ES,369.778
"3201803",Divino de São Lourenço,ES,174.039
"3201902",Domingos Martins,ES,1229.210
"3202009",Dores do Rio Preto,ES,159.298
"3202108",Ecoporanga,ES,2285.369
"3202207",Fundão,ES,286.854
"3202256",Governador Lindenberg,ES,360.016
"3202306",Guaçuí,ES,468.185
"3202405",Guarapari,ES,589.825
"3202454",Ibatiba,ES,240.278
"3202504",Ibiraçu,ES,201.248
"3202553",Ibitirama,ES,330.874
"3202603",Iconha,ES,203.528
"3202652",Irupi,ES,184.807
"3202702",Itaguaçu,ES,535.021
"3202801",Itapemirim,ES,550.710
"3202900",Itarana,ES,295.189
"3203007",Iúna,ES,460.586
"3203056",Jaguaré,ES,659.751
"3203106",Jerônimo Monteiro,ES,177.342
"3203130",João Neiva,ES,284.735
"3203163",Laranja da Terra,ES,458.370
"3203205",Linhares,ES,3496.263
"3203304",Mantenópolis,ES,321.418
"3203320",Marataízes,ES,130.268
"3203346",Marechal Floriano,ES,285.495
"3203353",Marilândia,ES,327.642
"3203403",Mimoso do Sul,ES,869.439
"3203502",Montanha,ES,1099.060
"3203601",Mucurici,ES,540.529
"3203700",Muniz Freire,ES,678.804
"3203809",Muqui,ES,327.268
"3203908",Nova Venécia,ES,1439.571
"3204005",Pancas,ES,837.842
"3204054",Pedro Canário,ES,433.453
"3204104",Pinheiros,ES,973.136
"3204203",Piúma,ES,74.046
"3204252",Ponto Belo,ES,360.110
"3204302",Presidente Kennedy,ES,594.897
"3204351",Rio Bananal,ES,641.929
"3204401",Rio Novo do Sul,ES,204.464
"3204500",Santa Leopoldina,ES,718.325
"3204559",Santa Maria de Jetibá,ES,735.198
"3204609",Santa Teresa,ES,683.032
"3204658",São Domingos do Norte,ES,298.580
"3204708",São Gabriel da Palha,ES,434.887
"3204807",São José do Calçado,ES,273.489
"3204906",São Mateus,ES,2346.049
"3204955",São Roque do Canaã,ES,341.944
"3205002",Serra,ES,547.631
"3205010",Sooretama,ES,587.036
"3205036",Vargem Alta,ES,417.760
"3205069",Venda Nova do Imigrante,ES,185.909
"3205101",Viana,ES,312.279
"3205150",Vila Pavão,ES,433.257
"3205176",Vila Valério,ES,470.343
"3205200",Vila Velha,ES,210.225
"3205309",Vitória,ES,97.123
"3300100",Angra dos Reis,RJ,813.420
"3300159",Aperibé,RJ,94.542
"3300209",Araruama,RJ,638.276
"3300225",Areal,RJ,110.724
"3300233",Armação dos Búzios,RJ,70.977
"3300258",Arraial do Cabo,RJ,152.106
"3300308",Barra do Piraí,RJ,584.610
"3300407",Barra Mansa,RJ,547.133
"3300456",Belford Roxo,RJ,78.985
"3300506",Bom Jardim,RJ,382.430
"3300605",Bom Jesus do Itabapoana,RJ,596.659
"3300704",Cabo Frio,RJ,413.449
"3300803",Cachoeiras de Macacu,RJ,954.749
"3300902",Cambuci,RJ,558.281
"3300936",Carapebus,RJ,304.885
"3300951",Comendador Levy Gasparian,RJ,108.639
"3301009",Campos dos Goytacazes,RJ,4032.487
"3301108",Cantagalo,RJ,747.210
"3301157",Cardoso Moreira,RJ,522.596
"3301207",Carmo,RJ,305.749
"3301306",Casimiro de Abreu,RJ,462.918
"3301405",Conceição de Macabu,RJ,338.260
"3301504",Cordeiro,RJ,113.048
"3301603",Duas Barras,RJ,379.619
"3301702",Duque de Caxias,RJ,467.319
"3301801",Engenheiro Paulo de Frontin,RJ,139.381
"3301850",Guapimirim,RJ,358.443
"3301876",Iguaba Grande,RJ,50.977
"3301900",Itaboraí,RJ,429.961
"3302007",Itaguaí,RJ,282.606
"3302056",Italva,RJ,291.193
"3302106",Itaocara,RJ,433.182
"3302205",Itaperuna,RJ,1106.694
"3302254",Itatiaia,RJ,241.035
"3302270",Japeri,RJ,81.697
"3302304",Laje do Muriaé,RJ,253.530
"3302403",Macaé,RJ,1216.989
"3302452",Macuco,RJ,78.364
"3302502",Magé,RJ,390.775
"3302601",Mangaratiba,RJ,367.606
"3302700",Maricá,RJ,361.572
"3302809",Mendes,RJ,95.324
"3302858",Mesquita,RJ,41.169
"3302908",Miguel Pereira,RJ,287.933
"3303005",Miracema,RJ,303.270
"3303104",Natividade,RJ,387.073
"3303203",Nilópolis,RJ,19.393
"3303302",Niterói,RJ,133.757
"3303401",Nova Friburgo,RJ,935.429
"3303500",Nova Iguaçu,RJ,520.581
"3303609",Paracambi,RJ,190.949
"3303708",Paraíba do Sul,RJ,571.118
"3303807",Paraty,RJ,924.296
"3303856",Paty do Alferes,RJ,314.341
"3303906",Petrópolis,RJ,791.144
"3303955",Pinheiral,RJ,82.254
"3304003",Piraí,RJ,490.255
"3304102",Porciúncula,RJ,291.847
"3304110",Porto Real,RJ,50.892
"3304128",Quatis,RJ,284.826
"3304144",Queimados,RJ,75.927
"3304151",Quissamã,RJ,719.643
"3304201",Resende,RJ,1099.336
"3304300",Rio Bonito,RJ,459.458
"3304409",Rio Claro,RJ,846.797
"3304508",Rio das Flores,RJ,478.783
"3304524",Rio das Ostras,RJ,228.044
"3304557",Rio de Janeiro,RJ,1200.329
"3304607",Santa Maria Madalena,RJ,810.963
"3304706",Santo Antônio de Pádua,RJ,603.633
"3304755",São Francisco de Itabapoana,RJ,1118.037
"3304805",São Fidélis,RJ,1034.833
"3304904",São Gonçalo,RJ,248.160
"3305000",São João da Barra,RJ,452.396
"3305109",São João de Meriti,RJ,35.216
"3305133",São José de Ubá,RJ,249.688
"3305158",São José do Vale do Rio Preto,RJ,220.178
"3305208",São Pedro da Aldeia,RJ,332.488
"3305307",São Sebastião do Alto,RJ,397.214
"3305406",Sapucaia,RJ,540.673
"3305505",Saquarema,RJ,352.130
"3305554",Seropédica,RJ,265.189
"3305604",Silva Jardim,RJ,937.755
"3305703",Sumidouro,RJ,413.407
"3305752",Tanguá,RJ,143.007
"3305802",Teresópolis,RJ,773.338
"3305901",Trajano de Moraes,RJ,591.151
"3306008",Três Rios,RJ,322.843
"3306107",Valença,RJ,1300.767
"3306156",Varre-Sai,RJ,201.938
"3306206",Vassouras,RJ,536.073
"3306305",Volta Redonda,RJ,182.105
"3500105",Adamantina,SP,411.987
"3500204",Adolfo,SP,211.055
"3500303",Aguaí,SP,474.554
"3500402",Águas da Prata,SP,142.673
"3500501",Águas de Lindóia,SP,60.126
"3500550",Águas de Santa Bárbara,SP,404.463
"3500600",Águas de São Pedro,SP,3.612
"3500709",Agudos,SP,966.708
"3500758",Alambari,SP,159.600
"3500808",Alfredo Marcondes,SP,118.915
"3500907",Altair,SP,313.007
"3501004",Altinópolis,SP,928.956
"3501103",Alto Alegre,SP,318.574
"3501152",Alumínio,SP,83.660
"3501202",Álvares Florence,SP,362.411
"3501301",Álvares Machado,SP,347.647
"3501400",Álvaro de Carvalho,SP,153.662
"3501509",Alvinlândia,SP,84.879
"3501608",Americana,SP,133.912
"3501707",Américo Brasiliense,SP,122.958
"3501806",Américo de Campos,SP,252.876
"3501905",Amparo,SP,445.323
"3502002",Analândia,SP,325.953
"3502101",Andradina,SP,964.226
"3502200",Angatuba,SP,1027.288
"3502309",Anhembi,SP,736.557
"3502408",Anhumas,SP,320.840
"3502507",Aparecida,SP,120.890
"3502606",Aparecida d'Oeste,SP,179.004
"3502705",Apiaí,SP,974.322
"3502754",Araçariguama,SP,145.204
"3502804",Araçatuba,SP,1167.126
"3502903",Araçoiaba da Serra,SP,255.327
"3503000",Aramina,SP,202.829
"3503109",Arandu,SP,285.908
"3503158",Arapeí,SP,156.903
"3503208",Araraquara,SP,1003.625
"3503307",Araras,SP,644.831
"3503356",Arco-Íris,SP,264.904
"3503406",Arealva,SP,506.226
"3503505",Areias,SP,305.227
"3503604",Areiópolis,SP,85.907
"3503703",Ariranha,SP,132.624
"3503802",Artur Nogueira,SP,178.026
"3503901",Arujá,SP,96.167
"3503950",Aspásia,SP,69.373
"3504008",Assis,SP,460.609
"3504107",Atibaia,SP,478.521
"3504206",Auriflama,SP,434.498
"3504305",Avaí,SP,540.689
"3504404",Avanhandava,SP,338.370
"3504503",Avaré,SP,1213.055
"3504602",Bady Bassitt,SP,110.372
"3504701",Balbinos,SP,91.635
"3504800",Bálsamo,SP,149.881
"3504909",Bananal,SP,616.429
"3505005",Barão de Antonina,SP,153.142
"3505104",Barbosa,SP,205.212
"3505203",Bariri,SP,444.405
"3505302",Barra Bonita,SP,150.121
"3505351",Barra do Chapéu,SP,405.681
"3505401",Barra do Turvo,SP,1007.684
"3505500",Barretos,SP,1566.161
"3505609",Barrinha,SP,146.025
"3505708",Barueri,SP,65.701
"3505807",Bastos,SP,170.912
"3505906",Batatais,SP,849.526
"3506003",Bauru,SP,667.684
"3506102",Bebedouro,SP,683.192
"3506201",Bento de Abreu,SP,301.687
"3506300",Bernardino de Campos,SP,244.158
"3506359",Bertioga,SP,491.546
"3506409",Bilac,SP,158.025
"3506508",Birigui,SP,530.031
"3506607",Biritiba Mirim,SP,317.406
"3506706",Boa Esperança do Sul,SP,690.748
"3506805",Bocaina,SP,363.926
"3506904",Bofete,SP,653.541
"3507001",Boituva,SP,248.954
"3507100",Bom Jesus dos Perdões,SP,108.366
"3507159",Bom Sucesso de Itararé,SP,133.578
"3507209",Borá,SP,118.951
"3507308",Boracéia,SP,122.110
"3507407",Borborema,SP,552.256
"3507456",Borebi,SP,347.989
"3507506",Botucatu,SP,1482.642
"3507605",Bragança Paulista,SP,512.584
"3507704",Braúna,SP,195.176
"3507753",Brejo Alegre,SP,105.689
"3507803",Brodowski,SP,278.458
"3507902",Brotas,SP,1101.373
"3508009",Buri,SP,1196.462
"3508108",Buritama,SP,326.921
"3508207",Buritizal,SP,266.420
"3508306",Cabrália Paulista,SP,239.974
"3508405",Cabreúva,SP,260.234
"3508504",Caçapava,SP,368.990
"3508603",Cachoeira Paulista,SP,287.990
"3508702",Caconde,SP,468.214
"3508801",Cafelândia,SP,920.280
"3508900",Caiabu,SP,253.352
"3509007",Caieiras,SP,97.642
"3509106",Caiuá,SP,551.159
"3509205",Cajamar,SP,131.386
"3509254",Cajati,SP,454.436
"3509304",Cajobi,SP,176.929
"3509403",Cajuru,SP,660.088
"3509452",Campina do Monte Alegre,SP,184.479
"3509502",Campinas,SP,794.571
"3509601",Campo Limpo Paulista,SP,79.403
"3509700",Campos do Jordão,SP,289.981
"3509809",Campos Novos Paulista,SP,484.199
"3509908",Cananéia,SP,1237.354
"3509957",Canas,SP,53.261
"3510005",Cândido Mota,SP,595.811
"3510104",Cândido Rodrigues,SP,70.892
"3510153",Canitar,SP,57.459
"3510203",Capão Bonito,SP,1640.230
"3510302",Capela do Alto,SP,169.890
"3510401",Capivari,SP,322.878
"3510500",Caraguatatuba,SP,484.947
"3510609",Carapicuíba,SP,34.546
"3510708",Cardoso,SP,639.248
"3510807",Casa Branca,SP,864.225
"3510906",Cássia dos Coqueiros,SP,191.683
"3511003",Castilho,SP,1065.318
"3511102",Catanduva,SP,290.596
"3511201",Catiguá,SP,148.393
"3511300",Cedral,SP,197.838
"3511409",Cerqueira César,SP,511.621
"3511508",Cerquilho,SP,127.803
"3511607",Cesário Lange,SP,190.392
"3511706",Charqueada,SP,175.846
"3511904",Clementina,SP,168.590
"3512001",Colina,SP,422.303
"3512100",Colômbia,SP,728.648
"3512209",Conchal,SP,182.793
"3512308",Conchas,SP,466.120
"3512407",Cordeirópolis,SP,137.579
"3512506",Coroados,SP,246.825
"3512605",Coronel Macedo,SP,303.830
"3512704",Corumbataí,SP,278.622
"3512803",Cosmópolis,SP,154.665
"3512902",Cosmorama,SP,441.680
"3513009",Cotia,SP,323.994
"3513108",Cravinhos,SP,311.423
"3513207",Cristais Paulista,SP,385.230
"3513306",Cruzália,SP,149.330
"3513405",Cruzeiro,SP,305.699
"3513504",Cubatão,SP,142.879
"3513603",Cunha,SP,1407.250
"3513702",Descalvado,SP,753.706
"3513801",Diadema,SP,30.732
"3513850",Dirce Reis,SP,88.133
"3513900",Divinolândia,SP,223.749
"3514007",Dobrada,SP,149.729
"3514106",Dois Córregos,SP,632.972
"3514205",Dolcinópolis,SP,77.939
"3514304",Dourado,SP,205.874
"3514403",Dracena,SP,487.688
"3514502",Duartina,SP,264.557
"3514601",Dumont,SP,111.376
"3514700",Echaporã,SP,515.258
"3514809",Eldorado,SP,1654.256
"3514908",Elias Fausto,SP,202.360
"3514924",Elisiário,SP,93.980
"3514957",Embaúba,SP,83.129
"3515004",Embu das Artes,SP,70.398
"3515103",Embu-Guaçu,SP,155.641
"3515129",Emilianópolis,SP,225.167
"3515152",Engenheiro Coelho,SP,109.941
"3515186",Espírito Santo do Pinhal,SP,389.235
"3515194",Espírito Santo do Turvo,SP,193.666
"3515202",Estrela d'Oeste,SP,296.281
"3515301",Estrela do Norte,SP,264.987
"3515350",Euclides da Cunha Paulista,SP,573.894
"3515400",Fartura,SP,429.171
"3515509",Fernandópolis,SP,549.797
"3515608",Fernando Prestes,SP,169.990
"3515657",Fernão,SP,100.504
"3515707",Ferraz de Vasconcelos,SP,29.564
"3515806",Flora Rica,SP,224.711
"3515905",Floreal,SP,204.236
